LF1,LF2,class
2.4156427,-0.15260257,beta_1_yule
0.22957125,-2.155467,beta_3_ab
-2.4274554,-0.8069747,beta_2_pda
-0.91430575,1.240984,beta_5_unbalanced
2.822919,0.60589737,beta_4_balanced
2.764377,1.3749137,beta_4_balanced
-0.21671547,-1.3838879,beta_3_ab
-0.5426278,-1.6581001,beta_3_ab
1.8980737,-0.97820747,beta_1_yule
2.3731809,-0.8868517,beta_1_yule
-0.60777915,-1.9285789,beta_3_ab
-1.7008598,-1.0582867,beta_2_pda
2.3173716,-0.25501335,beta_4_balanced
1.1064703,-1.9034138,beta_1_yule
2.7060425,1.2580788,beta_4_balanced
0.38793063,-1.8267123,beta_1_yule
1.5905849,-1.1054344,beta_3_ab
0.5417453,-2.3373575,beta_3_ab
0.14722492,-2.2411783,beta_3_ab
-1.8294454,-0.32777318,beta_2_pda
0.4527932,-2.260534,beta_3_ab
1.829032,-1.5068688,beta_1_yule
2.5405645,0.9487332,beta_4_balanced
-1.2396973,1.0854757,beta_5_unbalanced
-0.81806433,-1.7904748,beta_3_ab
0.28797626,-2.1229095,beta_1_yule
-2.3056836,-0.6237765,beta_2_pda
-0.3312785,-1.7552607,beta_3_ab
-0.15791196,2.0377889,beta_5_unbalanced
2.8539839,0.42077476,beta_4_balanced
3.0000389,0.44212765,beta_4_balanced
-0.9249798,1.4464321,beta_5_unbalanced
-0.56095195,1.0829333,beta_5_unbalanced
-1.8627648,-0.41137975,beta_2_pda
0.2868805,-2.1855755,beta_3_ab
0.6309696,-1.9835004,beta_3_ab
-1.8931246,-1.0426416,beta_2_pda
0.26364765,1.454311,beta_5_unbalanced
-1.9714881,-0.3239382,beta_2_pda
0.592216,-2.0155022,beta_3_ab
-0.49766883,-1.7875724,beta_3_ab
0.25031498,-2.2435727,beta_3_ab
2.0471494,0.7128411,beta_4_balanced
-0.7585891,1.022716,beta_5_unbalanced
1.5214581,-1.4689639,beta_1_yule
1.636954,-1.0979422,beta_1_yule
2.5080905,0.37881696,beta_4_balanced
0.90709007,-2.2592065,beta_1_yule
1.5673265,-1.1196473,beta_1_yule
-0.8333481,0.96839476,beta_5_unbalanced
1.8531125,-0.52070653,beta_4_balanced
1.5814074,-0.61418486,beta_1_yule
0.6753562,-1.5365429,beta_3_ab
-0.53204674,1.0782416,beta_5_unbalanced
1.3529149,-1.7228093,beta_1_yule
-0.41269028,1.4828712,beta_5_unbalanced
1.8789122,0.2201108,beta_1_yule
2.423389,-0.38263392,beta_4_balanced
-2.27978,-0.97195286,beta_2_pda
-2.2872014,-0.9011289,beta_2_pda
-0.74345195,-1.6990916,beta_3_ab
2.8403692,1.436208,beta_4_balanced
-0.14526749,1.3307029,beta_5_unbalanced
2.8327806,0.68871105,beta_4_balanced
-1.973593,-0.8499992,beta_2_pda
2.550625,0.7597596,beta_4_balanced
-1.0156833,2.0681524,beta_5_unbalanced
0.21895362,-2.1111977,beta_3_ab
-1.1397862,1.4835794,beta_5_unbalanced
2.2161953,0.6251711,beta_4_balanced
-1.9623241,-0.5513811,beta_2_pda
-0.2685761,-2.122182,beta_3_ab
0.55232465,-2.4348562,beta_3_ab
-0.8688348,1.016484,beta_5_unbalanced
-1.8696578,-0.37848932,beta_2_pda
1.3664935,-1.0210607,beta_1_yule
1.5815662,-1.4595743,beta_1_yule
1.9450221,-0.38855594,beta_1_yule
1.6347456,-1.17561,beta_1_yule
-0.024954826,1.4710681,beta_5_unbalanced
0.101658285,-2.5389047,beta_3_ab
1.2048589,-1.4750102,beta_1_yule
1.0564667,-1.8571357,beta_1_yule
0.04860568,1.6104281,beta_5_unbalanced
-0.3246768,1.2636285,beta_5_unbalanced
2.6988683,0.8452409,beta_4_balanced
-0.61180556,2.4888785,beta_5_unbalanced
1.4412539,-0.3616705,beta_4_balanced
1.991566,-0.28765926,beta_4_balanced
-1.7108741,-0.68691045,beta_2_pda
-2.0042014,-0.59740406,beta_2_pda
0.29350388,-1.8114626,beta_3_ab
0.19742554,-1.8578031,beta_3_ab
-0.41309667,-1.7656518,beta_3_ab
2.9975393,0.5717658,beta_4_balanced
-1.880653,0.18900552,beta_2_pda
-2.0656044,-0.62048495,beta_2_pda
0.74940765,-2.28512,beta_1_yule
1.2370505,-0.10227066,beta_1_yule
2.2922735,-1.2969947,beta_1_yule
2.3422484,-0.5744224,beta_4_balanced
-1.4821604,-0.8806826,beta_2_pda
-1.4947412,-1.049939,beta_2_pda
2.339524,0.38365573,beta_4_balanced
2.8102975,1.5156916,beta_4_balanced
0.60194933,-2.5513685,beta_3_ab
2.2935538,-0.120762765,beta_1_yule
1.7180126,-1.494879,beta_1_yule
-1.8498557,-1.4018099,beta_2_pda
-0.9287003,1.324312,beta_5_unbalanced
-0.46560752,1.7486153,beta_5_unbalanced
1.2966667,-1.4798574,beta_3_ab
2.4671264,-0.41985935,beta_1_yule
1.8307025,-0.58614427,beta_1_yule
3.0494137,0.763359,beta_4_balanced
2.1477,-0.25460795,beta_1_yule
-2.24534,-0.4458692,beta_2_pda
-0.79044366,1.8453331,beta_5_unbalanced
-1.8955538,-0.9376653,beta_2_pda
-0.007988907,-2.2478492,beta_3_ab
1.7739263,-1.4267814,beta_1_yule
-0.47033632,-1.7030745,beta_3_ab
2.223711,-0.91866326,beta_1_yule
2.1216984,-1.1497167,beta_1_yule
0.15870614,-1.6152208,beta_3_ab
1.9884133,0.26651943,beta_4_balanced
0.7383637,-1.7140986,beta_1_yule
1.7774763,-0.86510795,beta_1_yule
2.7935257,1.1452749,beta_4_balanced
4.1832285,1.7119879,beta_4_balanced
-1.0533805,1.0097351,beta_5_unbalanced
-0.69032615,-2.0405965,beta_3_ab
-0.9021313,0.9105397,beta_5_unbalanced
2.4015324,-0.2436245,beta_4_balanced
1.1167608,-1.9347681,beta_3_ab
-0.15832594,-2.0211291,beta_3_ab
3.1153207,0.5652244,beta_4_balanced
3.5413334,0.7514517,beta_4_balanced
3.1247103,1.1103685,beta_4_balanced
2.7456234,1.3948407,beta_4_balanced
-0.04921156,1.7551502,beta_5_unbalanced
1.8529518,-1.1935613,beta_1_yule
-1.9735057,-1.426778,beta_2_pda
-0.5976569,1.9936967,beta_5_unbalanced
1.2724892,-1.9175426,beta_1_yule
-2.1648874,-0.64713705,beta_2_pda
0.9050707,-1.9660158,beta_3_ab
-0.8831765,1.623202,beta_5_unbalanced
1.8257133,-0.9536855,beta_1_yule
-1.0275304,-1.5194515,beta_2_pda
1.5758969,-0.99897134,beta_1_yule
1.4493307,-1.440676,beta_3_ab
-1.126313,-1.4526283,beta_2_pda
-0.7352364,1.1429262,beta_5_unbalanced
2.9400795,0.57368326,beta_4_balanced
-1.0968555,-1.1877422,beta_2_pda
2.018774,-0.73193574,beta_1_yule
-0.1119408,1.5480671,beta_5_unbalanced
-1.946718,-0.45658678,beta_2_pda
-2.0306761,-1.096811,beta_2_pda
3.1091862,1.299386,beta_4_balanced
-0.2733202,-2.1826966,beta_3_ab
-1.6029015,-1.0036294,beta_2_pda
2.6261714,0.39133996,beta_4_balanced
3.155386,0.2900442,beta_4_balanced
0.55344516,-1.9447191,beta_3_ab
1.5192661,-1.5158575,beta_1_yule
-2.2882836,-0.47039336,beta_2_pda
1.2612208,-1.0842195,beta_1_yule
1.5150634,-0.93733686,beta_1_yule
-0.46754348,1.2128931,beta_5_unbalanced
2.65028,0.5163021,beta_4_balanced
2.436195,-0.10786757,beta_4_balanced
1.246914,-1.9408877,beta_3_ab
-1.6166649,-0.88565683,beta_2_pda
-1.8990312,-0.97973055,beta_2_pda
-0.21957582,-1.9468899,beta_3_ab
-1.4044044,1.289767,beta_5_unbalanced
1.6990274,-0.9050706,beta_4_balanced
-2.3647635,-1.1480896,beta_2_pda
-1.1025625,1.3899477,beta_5_unbalanced
2.7056565,0.4760976,beta_1_yule
1.3576543,-1.7223065,beta_1_yule
1.6001812,-1.6778052,beta_1_yule
2.3992755,-0.34358892,beta_4_balanced
2.7152493,0.28548986,beta_1_yule
-1.9511448,-0.6804163,beta_2_pda
-0.24076182,1.8951831,beta_5_unbalanced
2.5417936,0.73235285,beta_4_balanced
-0.91627204,1.4168997,beta_5_unbalanced
-0.47854626,-2.0403316,beta_3_ab
-0.27797714,-1.9577818,beta_3_ab
-2.1491153,-0.5648918,beta_2_pda
-1.0457244,-1.2049932,beta_2_pda
2.596426,0.22520742,beta_4_balanced
-1.6653452,-0.8005529,beta_2_pda
-1.4313327,1.3388824,beta_5_unbalanced
1.1939775,-1.9047083,beta_3_ab
2.7826092,1.4566514,beta_4_balanced
1.5875924,-1.4940158,beta_1_yule
2.1463556,-0.4128508,beta_1_yule
-2.113048,-0.2262815,beta_2_pda
0.54050916,-2.0993197,beta_3_ab
-1.2926254,1.4479585,beta_5_unbalanced
1.3028253,-1.8125825,beta_1_yule
0.5883181,-2.239242,beta_3_ab
2.183278,-0.25361857,beta_4_balanced
2.3659036,0.060723104,beta_4_balanced
3.4681756,0.9736006,beta_4_balanced
-0.09414542,-2.0547798,beta_3_ab
-0.985656,-1.0691373,beta_3_ab
1.19954,-1.294014,beta_3_ab
-2.0127,-0.46737432,beta_2_pda
2.583306,0.060864188,beta_4_balanced
2.6532443,0.41802713,beta_4_balanced
-1.5754577,-0.65184176,beta_2_pda
2.798862,0.30170524,beta_4_balanced
2.2202952,0.5920332,beta_4_balanced
3.1528196,-0.1975533,beta_4_balanced
3.3026807,1.5043617,beta_4_balanced
-1.9141319,-0.57822317,beta_2_pda
-1.2965143,-1.3521566,beta_2_pda
-1.3367082,-0.9880807,beta_2_pda
1.2943599,-1.7058854,beta_1_yule
2.1497726,-0.18969367,beta_4_balanced
-0.4860541,-2.0095806,beta_2_pda
-0.7843216,1.5022291,beta_5_unbalanced
1.3110464,-1.5436265,beta_1_yule
1.7625313,-0.73835635,beta_3_ab
1.9501467,0.038860887,beta_1_yule
2.990857,0.7057456,beta_4_balanced
-1.2181866,-1.1392293,beta_2_pda
0.025314335,-1.8204662,beta_3_ab
-0.4066797,1.2350696,beta_5_unbalanced
0.1440584,1.206459,beta_5_unbalanced
-1.7332231,-1.4235667,beta_2_pda
1.9437886,-0.39939138,beta_1_yule
-0.44927138,-2.0832832,beta_3_ab
1.1598499,-1.7865725,beta_1_yule
-2.1019435,-0.7471208,beta_2_pda
1.7200516,-0.73021144,beta_1_yule
-0.5729517,-1.8346568,beta_3_ab
3.7407815,1.7297944,beta_4_balanced
0.47595453,-1.8347453,beta_3_ab
-0.5440506,1.3253614,beta_5_unbalanced
1.0769442,-1.7842145,beta_1_yule
-1.6678929,-0.46728998,beta_2_pda
0.028588653,1.6041892,beta_5_unbalanced
2.6993797,0.4396112,beta_4_balanced
2.5649986,1.0785769,beta_4_balanced
1.8406668,0.32436168,beta_1_yule
-0.27212337,-1.8158685,beta_3_ab
2.6410763,-0.31570223,beta_1_yule
2.8782814,1.392772,beta_4_balanced
-0.5592793,1.0965304,beta_5_unbalanced
2.5102844,-0.16678005,beta_4_balanced
-1.2036841,1.0918638,beta_5_unbalanced
2.4871361,1.255803,beta_4_balanced
-1.5060763,-0.9675626,beta_2_pda
0.14459997,1.484366,beta_5_unbalanced
1.3182601,-1.2881492,beta_1_yule
-1.1192486,1.9468321,beta_5_unbalanced
-0.6528617,1.2264705,beta_5_unbalanced
-0.6343742,1.3354614,beta_5_unbalanced
2.5715034,-0.28053942,beta_4_balanced
1.2848449,-1.4636813,beta_1_yule
-0.44719458,1.4515313,beta_5_unbalanced
0.06267834,1.1041924,beta_5_unbalanced
2.7290907,0.40832883,beta_4_balanced
0.587664,-2.1262481,beta_3_ab
-0.6203991,-1.9702928,beta_2_pda
-2.3028755,-0.45235646,beta_2_pda
1.9449915,-0.42383182,beta_4_balanced
-0.22259039,-2.16123,beta_3_ab
2.02297,-0.7645315,beta_4_balanced
-1.6853948,-0.68131584,beta_2_pda
1.5051048,-1.4284369,beta_1_yule
-0.6833303,-2.0565937,beta_3_ab
-2.0470126,-0.6807245,beta_2_pda
-1.355205,-0.97939205,beta_2_pda
-0.6667633,-1.6690701,beta_2_pda
3.1475534,0.51510257,beta_4_balanced
-1.6458628,-0.6090026,beta_2_pda
1.3678888,-1.0063373,beta_1_yule
-1.6577266,0.5671042,beta_5_unbalanced
0.30970094,-1.8436291,beta_3_ab
-2.3431356,-0.87248296,beta_2_pda
3.1264389,0.6745614,beta_4_balanced
-1.0537443,0.9911536,beta_5_unbalanced
2.0627255,-0.40930635,beta_1_yule
1.307598,-1.7961007,beta_1_yule
-2.1810007,-0.2851938,beta_2_pda
-2.0177186,-0.6882901,beta_2_pda
0.95632285,-1.8555998,beta_3_ab
-0.46594587,1.5191883,beta_5_unbalanced
-0.91424954,0.94436216,beta_5_unbalanced
-2.4606495,-0.7022127,beta_2_pda
-0.19776206,-2.1448598,beta_3_ab
2.7551677,0.83828354,beta_4_balanced
-0.95414823,0.937575,beta_5_unbalanced
1.7191372,-0.81764495,beta_4_balanced
0.5979025,-1.4160982,beta_3_ab
-1.0910335,-1.7542486,beta_2_pda
-0.8211793,1.0051739,beta_5_unbalanced
0.24730419,-2.343699,beta_3_ab
-0.29055417,1.1549039,beta_5_unbalanced
0.67802024,-2.2048547,beta_3_ab
3.0928385,0.9029484,beta_4_balanced
-2.3320029,-0.566354,beta_2_pda
0.39564547,-1.6720628,beta_3_ab
-0.34372517,-1.4206259,beta_2_pda
-0.8884886,1.2615746,beta_5_unbalanced
-0.44967046,1.09402,beta_5_unbalanced
-0.9123926,1.9333713,beta_5_unbalanced
3.1651247,0.88454455,beta_4_balanced
-0.4159594,-1.9131944,beta_3_ab
-1.9164759,-1.1905591,beta_2_pda
2.1682024,-0.49298435,beta_1_yule
-2.2358966,-0.39694747,beta_2_pda
2.5427752,0.0065813884,beta_4_balanced
-0.9265954,0.9991303,beta_5_unbalanced
-1.3614651,-1.4762901,beta_2_pda
-0.91091216,1.0541667,beta_5_unbalanced
-0.30662715,-1.9208882,beta_3_ab
2.588525,0.7051349,beta_4_balanced
1.3341688,-1.3522433,beta_1_yule
-1.8354757,-0.5111066,beta_2_pda
2.2566378,-0.45749527,beta_4_balanced
-0.5251983,1.441994,beta_5_unbalanced
0.34692565,1.8319474,beta_5_unbalanced
0.0363041,-2.4033177,beta_3_ab
-0.6892029,1.8048196,beta_5_unbalanced
-1.9044225,-0.5272867,beta_2_pda
1.7309339,-0.7482393,beta_1_yule
1.1166502,-1.5714777,beta_3_ab
2.9750369,0.36244178,beta_4_balanced
1.8963699,-0.5130629,beta_4_balanced
2.5970776,1.1327348,beta_4_balanced
-1.5099858,-1.4292817,beta_2_pda
2.777364,0.7411543,beta_4_balanced
0.019926108,-2.5114374,beta_3_ab
-0.14977194,-1.7734121,beta_3_ab
-1.3259227,1.9120059,beta_5_unbalanced
2.2179801,-0.8718103,beta_1_yule
-2.1625893,-0.6440541,beta_2_pda
0.9759077,-1.9489496,beta_1_yule
-0.42802265,-2.0451982,beta_3_ab
-2.1258614,-0.5638702,beta_2_pda
-1.1616511,1.0137728,beta_5_unbalanced
-0.0336391,-2.3892124,beta_3_ab
-0.61164033,1.4790266,beta_5_unbalanced
2.148376,-1.2083247,beta_1_yule
-0.5309616,1.5655513,beta_5_unbalanced
0.7180977,-1.8758774,beta_1_yule
0.027123446,-2.5172255,beta_3_ab
1.0348728,-1.674557,beta_1_yule
2.7459092,1.1667981,beta_4_balanced
3.1474764,0.43703204,beta_4_balanced
-1.3998058,-1.169062,beta_2_pda
2.6537044,0.9856711,beta_4_balanced
0.7717291,-1.9264953,beta_3_ab
-0.74131495,1.703949,beta_5_unbalanced
-0.30792975,-2.4498036,beta_3_ab
2.7246659,1.1486777,beta_4_balanced
1.7581786,-1.4242257,beta_1_yule
2.8681877,0.7045847,beta_4_balanced
1.5034125,-1.0049042,beta_1_yule
2.3456213,-0.84816504,beta_1_yule
-2.183901,-0.21646991,beta_2_pda
2.362394,0.33476582,beta_1_yule
2.6550193,1.0603137,beta_4_balanced
2.544008,1.3439399,beta_4_balanced
3.0796235,0.43388695,beta_4_balanced
2.4443448,0.6177212,beta_4_balanced
-1.2940341,-1.0716151,beta_2_pda
-0.87671244,-1.6166108,beta_2_pda
2.2028365,-0.36490816,beta_1_yule
2.4774864,0.84948707,beta_4_balanced
1.5316153,-1.2030516,beta_1_yule
0.08808781,-1.5960319,beta_2_pda
0.83968157,-1.3106967,beta_1_yule
-1.667837,-0.7522009,beta_2_pda
-1.2908528,-1.0354083,beta_2_pda
2.4323328,-0.26407173,beta_1_yule
-0.07869953,-1.8830394,beta_3_ab
2.9207091,0.95979184,beta_4_balanced
2.6199653,0.38737053,beta_4_balanced
-0.46339566,1.8591471,beta_5_unbalanced
2.9680896,0.72258,beta_4_balanced
2.2254145,0.9400511,beta_4_balanced
-0.75975907,0.7183142,beta_5_unbalanced
0.9647213,-1.7059236,beta_1_yule
0.07234478,1.7183253,beta_5_unbalanced
-0.11723228,-2.302641,beta_3_ab
-2.1192334,-0.25984174,beta_2_pda
0.8793598,-1.351596,beta_3_ab
1.3223263,-1.1709559,beta_1_yule
1.480486,-1.9536837,beta_1_yule
1.7999301,-0.6715007,beta_4_balanced
1.760484,-0.695013,beta_1_yule
-2.0271487,-0.7151681,beta_2_pda
2.5905163,0.514473,beta_4_balanced
-0.20210439,-1.589277,beta_3_ab
-1.3426617,-0.9472492,beta_2_pda
2.4699101,-0.10041037,beta_4_balanced
-0.124406606,1.416865,beta_5_unbalanced
-1.9262178,-0.41632015,beta_2_pda
-0.81473327,1.129239,beta_5_unbalanced
-0.57101494,1.5173469,beta_5_unbalanced
2.5377135,0.3768943,beta_4_balanced
2.6831188,0.34589115,beta_4_balanced
2.1016922,-0.2793476,beta_4_balanced
2.9166434,0.26581883,beta_4_balanced
-0.40678468,-1.9587946,beta_3_ab
2.7653706,0.864273,beta_4_balanced
2.4216738,0.66376376,beta_4_balanced
-1.9482157,-0.31909665,beta_2_pda
2.3633742,0.02550029,beta_4_balanced
0.10657626,-2.1563978,beta_3_ab
-0.084608614,1.2762552,beta_5_unbalanced
0.38838425,-2.5982306,beta_3_ab
-1.8745326,-0.4470819,beta_2_pda
1.7342947,-1.5608418,beta_1_yule
1.8926135,-1.2073513,beta_1_yule
-0.45047587,1.4011788,beta_5_unbalanced
2.680633,0.45038098,beta_4_balanced
1.3256035,-2.016068,beta_1_yule
-0.077110186,-1.9854926,beta_3_ab
-1.5638299,0.5434404,beta_5_unbalanced
0.5592932,1.6930532,beta_5_unbalanced
2.9034905,0.9680626,beta_4_balanced
3.051648,0.66231835,beta_4_balanced
1.6112539,-0.9148871,beta_1_yule
-0.25278383,-2.2276132,beta_3_ab
2.84578,0.2576607,beta_4_balanced
-0.58569294,-1.2951891,beta_2_pda
-0.41937017,-2.1172507,beta_3_ab
2.9696243,1.3595268,beta_4_balanced
-1.9326456,-0.7308529,beta_2_pda
-0.43845078,1.6186695,beta_5_unbalanced
1.3841048,-1.5552375,beta_1_yule
-1.5769833,-0.9427237,beta_2_pda
-2.2981172,-0.7448495,beta_2_pda
-1.1572684,2.2409658,beta_5_unbalanced
-0.8366878,1.1942984,beta_5_unbalanced
-1.2256815,1.1593688,beta_5_unbalanced
2.553242,-0.015265025,beta_4_balanced
-0.09373172,-2.0489037,beta_3_ab
3.0023563,0.7217865,beta_4_balanced
2.501525,0.5921224,beta_4_balanced
-1.5196195,-1.0817965,beta_2_pda
0.16365147,-1.1885974,beta_3_ab
2.18348,0.47704208,beta_4_balanced
0.9832731,-1.8980107,beta_1_yule
-1.4173611,-1.2648582,beta_2_pda
1.9245036,0.016318917,beta_1_yule
-1.5642489,-1.0381652,beta_2_pda
0.0115276575,2.3065357,beta_5_unbalanced
0.86553794,-1.8259445,beta_1_yule
-0.1624814,-1.5696386,beta_3_ab
0.08487338,1.8102096,beta_5_unbalanced
0.7219399,-2.0388877,beta_3_ab
3.4644463,0.94845426,beta_4_balanced
-0.7368886,-2.1772468,beta_3_ab
-0.6631537,1.5947616,beta_5_unbalanced
2.890423,1.1437328,beta_4_balanced
2.4620514,-0.22975302,beta_4_balanced
2.331955,-1.2753172,beta_1_yule
-1.3431493,-1.0154283,beta_2_pda
-0.04167871,-2.270436,beta_3_ab
-0.77517414,1.4021965,beta_5_unbalanced
-1.6029501,-0.49827445,beta_2_pda
-0.30973426,1.4416567,beta_5_unbalanced
-1.0117145,0.41499585,beta_5_unbalanced
1.9226594,-1.0157907,beta_1_yule
2.269924,-0.34170157,beta_1_yule
2.030225,-1.2444341,beta_1_yule
-1.7115893,0.8640428,beta_5_unbalanced
-1.6599879,-0.8599396,beta_2_pda
-0.43988237,-2.1725907,beta_2_pda
-0.39447477,-1.7587411,beta_3_ab
-1.2394307,1.3660384,beta_5_unbalanced
2.6441991,0.2977301,beta_4_balanced
-0.27858952,-2.1839345,beta_3_ab
2.310024,0.13363466,beta_4_balanced
2.1260495,-0.14766169,beta_4_balanced
-1.2368536,1.1034039,beta_5_unbalanced
-0.9700364,-1.2521048,beta_2_pda
-0.5411935,-2.2325935,beta_2_pda
-2.3272698,-0.7882315,beta_2_pda
2.9240754,0.47477147,beta_4_balanced
0.9584399,-1.5680722,beta_1_yule
-1.1175101,1.6330891,beta_5_unbalanced
-0.7247187,-2.305611,beta_3_ab
0.09273599,-1.8825152,beta_3_ab
2.6678927,0.44928202,beta_4_balanced
-0.9759799,1.153502,beta_5_unbalanced
0.679281,-1.8547592,beta_3_ab
1.4657959,-1.3954073,beta_1_yule
0.04940795,-2.1838245,beta_3_ab
-0.9561701,1.2075844,beta_5_unbalanced
0.6186527,-1.5663245,beta_3_ab
2.1494439,-0.6991419,beta_4_balanced
3.365799,1.3635892,beta_4_balanced
1.7944596,-1.3863262,beta_1_yule
-0.68186146,-1.688584,beta_3_ab
-1.5622767,-1.3538482,beta_2_pda
-0.70884645,2.2949972,beta_5_unbalanced
0.9706692,-1.836466,beta_1_yule
-2.0676062,-0.7883096,beta_2_pda
-2.0390363,-0.5760619,beta_2_pda
0.97307914,-1.5823194,beta_1_yule
-0.17455274,-2.3965442,beta_3_ab
0.84319997,-1.861655,beta_3_ab
-0.932261,1.504381,beta_5_unbalanced
-0.28236037,1.7652779,beta_5_unbalanced
2.3631766,-0.36600357,beta_4_balanced
-2.0425658,-0.541,beta_2_pda
-1.0840558,-1.6279924,beta_2_pda
-1.5104051,1.6180654,beta_5_unbalanced
0.0016900562,-2.1154099,beta_3_ab
0.41028854,-1.9372618,beta_3_ab
1.5308225,-1.6789654,beta_1_yule
0.20744461,0.9350805,beta_5_unbalanced
-0.41388455,1.3948406,beta_5_unbalanced
1.2871348,-1.6233503,beta_1_yule
1.8221238,-0.71438545,beta_1_yule
-0.56974953,-2.507269,beta_3_ab
-0.5878954,1.4897505,beta_5_unbalanced
2.1460872,0.24575739,beta_4_balanced
1.6749992,-1.034006,beta_1_yule
-1.578807,-0.49633124,beta_2_pda
-0.8483699,1.322277,beta_5_unbalanced
-1.789595,-0.3825253,beta_2_pda
2.747484,-0.010619268,beta_4_balanced
3.0557,0.73845696,beta_4_balanced
1.1169212,-1.9328557,beta_3_ab
-1.9262688,-0.7834974,beta_2_pda
1.907247,0.5474521,beta_4_balanced
2.3507972,0.08561897,beta_4_balanced
-1.2086599,-2.008749,beta_3_ab
2.734555,0.79345787,beta_4_balanced
0.86660725,-1.6703553,beta_3_ab
2.1009145,0.56002873,beta_4_balanced
-1.0151621,1.4460151,beta_5_unbalanced
-2.1879327,-0.54572165,beta_2_pda
-1.7744246,0.90523624,beta_5_unbalanced
1.8852451,-0.28222442,beta_4_balanced
2.6218448,-0.07308364,beta_4_balanced
0.72770625,-1.5480924,beta_3_ab
-0.51973325,-2.295298,beta_3_ab
-0.9083928,-1.5160317,beta_2_pda
2.5307488,0.24214798,beta_4_balanced
1.7024237,-1.2811637,beta_1_yule
0.13943899,-2.2160587,beta_3_ab
-2.0056045,-0.91587317,beta_2_pda
-0.07457459,1.4200249,beta_5_unbalanced
-2.0322492,-1.0844028,beta_2_pda
1.8342483,-0.036322564,beta_4_balanced
0.910738,-1.736623,beta_3_ab
1.1320198,-1.5030293,beta_3_ab
1.7940402,-0.08672309,beta_1_yule
-0.35718828,0.93882483,beta_5_unbalanced
-1.0714585,-1.6112891,beta_2_pda
-1.6359403,-0.6775427,beta_2_pda
-0.4938212,-1.8875396,beta_3_ab
2.2637591,-0.28390294,beta_4_balanced
-1.2909038,-0.71688706,beta_2_pda
0.75387263,-1.9163123,beta_3_ab
-0.3375803,1.8813336,beta_5_unbalanced
-1.9420984,-1.6410576,beta_2_pda
2.7253277,0.30088025,beta_4_balanced
-2.0776927,-0.31514746,beta_2_pda
0.013394684,-2.010604,beta_3_ab
1.710169,-0.67310023,beta_1_yule
0.082045004,-2.0668066,beta_3_ab
1.407361,-1.7309289,beta_1_yule
-2.413248,-1.281936,beta_2_pda
-0.54639035,1.6585842,beta_5_unbalanced
0.35973275,-1.2812924,beta_3_ab
-1.2584908,1.6995077,beta_5_unbalanced
-0.8435354,1.3208023,beta_5_unbalanced
2.0781758,-0.026083782,beta_4_balanced
2.7758336,0.8507137,beta_4_balanced
-0.2743459,-2.0627954,beta_3_ab
-0.42097932,1.1546553,beta_5_unbalanced
-1.795703,-0.73425823,beta_2_pda
-0.23505284,-2.1746593,beta_3_ab
0.041150033,-2.520338,beta_3_ab
-2.3624516,-0.40011862,beta_2_pda
-0.35646957,-2.3845432,beta_3_ab
2.0700147,0.16760735,beta_4_balanced
0.17888469,-2.0408986,beta_3_ab
-0.60668415,1.8593818,beta_5_unbalanced
0.86298275,-1.7520111,beta_3_ab
-2.2567377,-0.6558322,beta_2_pda
-0.016327847,-1.8032434,beta_3_ab
-0.35942852,-1.7720909,beta_3_ab
1.8826795,-1.0690855,beta_4_balanced
-0.8044917,1.4876152,beta_5_unbalanced
0.43683335,-1.4970456,beta_3_ab
-0.5853495,1.5162356,beta_5_unbalanced
-2.028057,-0.50810343,beta_2_pda
1.402057,-0.46792838,beta_1_yule
1.9372222,-0.27616662,beta_1_yule
1.3368282,-1.7363052,beta_1_yule
1.2886355,-1.6446403,beta_3_ab
2.845035,0.62097263,beta_4_balanced
1.4751097,-1.7366806,beta_1_yule
2.1312976,-0.9738285,beta_1_yule
-0.5915846,1.2505786,beta_5_unbalanced
-0.36093947,1.6398134,beta_5_unbalanced
1.4578367,-1.777633,beta_1_yule
-0.9279976,-2.0598414,beta_2_pda
2.0285754,-0.6107424,beta_1_yule
2.8381236,0.14636293,beta_1_yule
1.2822747,-1.5983088,beta_3_ab
-0.5854981,1.44188,beta_5_unbalanced
3.4695308,1.2065051,beta_4_balanced
-1.8292974,-1.0461092,beta_2_pda
-0.2471287,1.8991448,beta_5_unbalanced
-0.4743564,-1.5689825,beta_3_ab
-0.34477347,1.9252872,beta_5_unbalanced
-1.8877602,-0.73972046,beta_2_pda
-1.8080223,-0.8125001,beta_2_pda
-0.737934,1.8140526,beta_5_unbalanced
-1.1731929,-1.1012386,beta_2_pda
-0.6172718,-2.082463,beta_3_ab
-1.0732675,1.375032,beta_5_unbalanced
-0.0381563,1.9243833,beta_5_unbalanced
-1.9382082,-0.802115,beta_2_pda
2.1247551,-1.2387557,beta_1_yule
2.433925,0.40318054,beta_1_yule
-0.18856782,1.6880482,beta_5_unbalanced
-0.6554381,1.6411881,beta_5_unbalanced
-1.0269333,1.569663,beta_5_unbalanced
2.577673,0.20265108,beta_4_balanced
-1.9556178,-0.6531555,beta_2_pda
0.42747676,1.8692505,beta_5_unbalanced
0.5341217,-2.0374863,beta_3_ab
2.8721771,-0.064152256,beta_4_balanced
0.4098125,-1.9579885,beta_3_ab
-0.5173991,1.2039111,beta_5_unbalanced
2.7899737,0.35615224,beta_4_balanced
-0.12212053,1.7679816,beta_5_unbalanced
